data_name,data_preprocessing_name,metric_name,metric_value,predicted_client_name,cross_validation_method,seed
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.9375,lab2,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.875,lab3,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.9375,lab3,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.85,All,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.925,All,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.5,lab1,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.75,lab1,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.875,lab2,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.9375,lab2,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.875,lab3,Train-Test-Split,45
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.9375,lab3,Train-Test-Split,45
Proteomics Data,uncorrected,MCC,1.0,All,Train-Test-Split,45
Proteomics Data,uncorrected,F1_score,1.0,All,Train-Test-Split,45
Proteomics Data,uncorrected,MCC,1.0,lab_A,Train-Test-Split,45
Proteomics Data,uncorrected,F1_score,1.0,lab_A,Train-Test-Split,45
Proteomics Data,uncorrected,MCC,1.0,lab_B,Train-Test-Split,45
Proteomics Data,uncorrected,F1_score,1.0,lab_B,Train-Test-Split,45
Proteomics Data,uncorrected,MCC,1.0,lab_C,Train-Test-Split,45
Proteomics Data,uncorrected,F1_score,1.0,lab_C,Train-Test-Split,45
Proteomics Data,uncorrected,MCC,1.0,lab_D,Train-Test-Split,45
Proteomics Data,uncorrected,F1_score,1.0,lab_D,Train-Test-Split,45
Proteomics Data,uncorrected,MCC,1.0,lab_E,Train-Test-Split,45
Proteomics Data,uncorrected,F1_score,1.0,lab_E,Train-Test-Split,45
Proteomics Data,corrected,MCC,1.0,All,Train-Test-Split,45
Proteomics Data,corrected,F1_score,1.0,All,Train-Test-Split,45
Proteomics Data,corrected,MCC,1.0,lab_A,Train-Test-Split,45
Proteomics Data,corrected,F1_score,1.0,lab_A,Train-Test-Split,45
Proteomics Data,corrected,MCC,1.0,lab_B,Train-Test-Split,45
Proteomics Data,corrected,F1_score,1.0,lab_B,Train-Test-Split,45
Proteomics Data,corrected,MCC,1.0,lab_C,Train-Test-Split,45
Proteomics Data,corrected,F1_score,1.0,lab_C,Train-Test-Split,45
Proteomics Data,corrected,MCC,1.0,lab_D,Train-Test-Split,45
Proteomics Data,corrected,F1_score,1.0,lab_D,Train-Test-Split,45
Proteomics Data,corrected,MCC,1.0,lab_E,Train-Test-Split,45
Proteomics Data,corrected,F1_score,1.0,lab_E,Train-Test-Split,45
Microarray Data,uncorrected,MCC,0.8529411764705882,All,Train-Test-Split,45
Microarray Data,uncorrected,F1_score,0.9264705882352942,All,Train-Test-Split,45
Microarray Data,uncorrected,MCC,1.0,GSE14407,Train-Test-Split,45
Microarray Data,uncorrected,F1_score,1.0,GSE14407,Train-Test-Split,45
Microarray Data,uncorrected,MCC,0.8974358974358975,GSE26712,Train-Test-Split,45
Microarray Data,uncorrected,F1_score,0.9487179487179488,GSE26712,Train-Test-Split,45
Microarray Data,uncorrected,MCC,0.6666666666666666,GSE38666,Train-Test-Split,45
Microarray Data,uncorrected,F1_score,0.8333333333333334,GSE38666,Train-Test-Split,45
Microarray Data,uncorrected,MCC,1.0,GSE40595,Train-Test-Split,45
Microarray Data,uncorrected,F1_score,1.0,GSE40595,Train-Test-Split,45
Microarray Data,uncorrected,MCC,0.6666666666666666,GSE6008,Train-Test-Split,45
Microarray Data,uncorrected,F1_score,0.8333333333333334,GSE6008,Train-Test-Split,45
Microarray Data,uncorrected,MCC,0.5,GSE69428,Train-Test-Split,45
Microarray Data,uncorrected,F1_score,0.75,GSE69428,Train-Test-Split,45
Microarray Data,corrected,MCC,0.8823529411764706,All,Train-Test-Split,45
Microarray Data,corrected,F1_score,0.9411764705882352,All,Train-Test-Split,45
Microarray Data,corrected,MCC,0.6,GSE14407,Train-Test-Split,45
Microarray Data,corrected,F1_score,0.8,GSE14407,Train-Test-Split,45
Microarray Data,corrected,MCC,0.9487179487179488,GSE26712,Train-Test-Split,45
Microarray Data,corrected,F1_score,0.9743589743589745,GSE26712,Train-Test-Split,45
Microarray Data,corrected,MCC,0.6666666666666666,GSE38666,Train-Test-Split,45
Microarray Data,corrected,F1_score,0.8333333333333334,GSE38666,Train-Test-Split,45
Microarray Data,corrected,MCC,1.0,GSE40595,Train-Test-Split,45
Microarray Data,corrected,F1_score,1.0,GSE40595,Train-Test-Split,45
Microarray Data,corrected,MCC,0.6666666666666666,GSE6008,Train-Test-Split,45
Microarray Data,corrected,F1_score,0.8333333333333334,GSE6008,Train-Test-Split,45
Microarray Data,corrected,MCC,1.0,GSE69428,Train-Test-Split,45
Microarray Data,corrected,F1_score,1.0,GSE69428,Train-Test-Split,45
Microbiome Data,uncorrected,MCC,0.5,All,Train-Test-Split,45
Microbiome Data,uncorrected,F1_score,0.75,All,Train-Test-Split,45
Microbiome Data,uncorrected,MCC,0.5,China1,Train-Test-Split,45
Microbiome Data,uncorrected,F1_score,0.75,China1,Train-Test-Split,45
Microbiome Data,uncorrected,MCC,0.9130434782608696,China3,Train-Test-Split,45
Microbiome Data,uncorrected,F1_score,0.9565217391304348,China3,Train-Test-Split,45
Microbiome Data,uncorrected,MCC,0.5238095238095238,China5,Train-Test-Split,45
Microbiome Data,uncorrected,F1_score,0.7619047619047619,China5,Train-Test-Split,45
Microbiome Data,uncorrected,MCC,0.238095238095238,France1,Train-Test-Split,45
Microbiome Data,uncorrected,F1_score,0.6190476190476191,France1,Train-Test-Split,45
Microbiome Data,uncorrected,MCC,0.0666666666666666,Germany1,Train-Test-Split,45
Microbiome Data,uncorrected,F1_score,0.5333333333333333,Germany1,Train-Test-Split,45
Microbiome Data,uncorrected,MCC,0.75,Germany2,Train-Test-Split,45
Microbiome Data,uncorrected,F1_score,0.875,Germany2,Train-Test-Split,45
Microbiome Data,corrected,MCC,0.5740740740740741,All,Train-Test-Split,45
Microbiome Data,corrected,F1_score,0.7870370370370371,All,Train-Test-Split,45
Microbiome Data,corrected,MCC,0.5,China1,Train-Test-Split,45
Microbiome Data,corrected,F1_score,0.75,China1,Train-Test-Split,45
Microbiome Data,corrected,MCC,0.8260869565217391,China3,Train-Test-Split,45
Microbiome Data,corrected,F1_score,0.9130434782608696,China3,Train-Test-Split,45
Microbiome Data,corrected,MCC,0.7142857142857143,China5,Train-Test-Split,45
Microbiome Data,corrected,F1_score,0.8571428571428571,China5,Train-Test-Split,45
Microbiome Data,corrected,MCC,0.4285714285714285,France1,Train-Test-Split,45
Microbiome Data,corrected,F1_score,0.7142857142857143,France1,Train-Test-Split,45
Microbiome Data,corrected,MCC,0.2,Germany1,Train-Test-Split,45
Microbiome Data,corrected,F1_score,0.6,Germany1,Train-Test-Split,45
Microbiome Data,corrected,MCC,0.75,Germany2,Train-Test-Split,45
Microbiome Data,corrected,F1_score,0.875,Germany2,Train-Test-Split,45
Balanced Simulated Data,uncorrected,MCC,1.0,All,Train-Test-Split,46
Balanced Simulated Data,uncorrected,F1_score,1.0,All,Train-Test-Split,46
Balanced Simulated Data,uncorrected,MCC,1.0,lab1,Train-Test-Split,46
Balanced Simulated Data,uncorrected,F1_score,1.0,lab1,Train-Test-Split,46
Balanced Simulated Data,uncorrected,MCC,1.0,lab2,Train-Test-Split,46
Balanced Simulated Data,uncorrected,F1_score,1.0,lab2,Train-Test-Split,46
Balanced Simulated Data,uncorrected,MCC,1.0,lab3,Train-Test-Split,46
Balanced Simulated Data,uncorrected,F1_score,1.0,lab3,Train-Test-Split,46
Balanced Simulated Data,corrected,MCC,1.0,All,Train-Test-Split,46
Balanced Simulated Data,corrected,F1_score,1.0,All,Train-Test-Split,46
Balanced Simulated Data,corrected,MCC,1.0,lab1,Train-Test-Split,46
Balanced Simulated Data,corrected,F1_score,1.0,lab1,Train-Test-Split,46
Balanced Simulated Data,corrected,MCC,1.0,lab2,Train-Test-Split,46
Balanced Simulated Data,corrected,F1_score,1.0,lab2,Train-Test-Split,46
Balanced Simulated Data,corrected,MCC,1.0,lab3,Train-Test-Split,46
Balanced Simulated Data,corrected,F1_score,1.0,lab3,Train-Test-Split,46
Mildly Imbalanced Simulated Data,uncorrected,MCC,1.0,All,Train-Test-Split,46
Mildly Imbalanced Simulated Data,uncorrected,F1_score,1.0,All,Train-Test-Split,46
Mildly Imbalanced Simulated Data,uncorrected,MCC,1.0,lab1,Train-Test-Split,46
Mildly Imbalanced Simulated Data,uncorrected,F1_score,1.0,lab1,Train-Test-Split,46
Mildly Imbalanced Simulated Data,uncorrected,MCC,1.0,lab2,Train-Test-Split,46
Mildly Imbalanced Simulated Data,uncorrected,F1_score,1.0,lab2,Train-Test-Split,46
Mildly Imbalanced Simulated Data,uncorrected,MCC,1.0,lab3,Train-Test-Split,46
Mildly Imbalanced Simulated Data,uncorrected,F1_score,1.0,lab3,Train-Test-Split,46
Mildly Imbalanced Simulated Data,corrected,MCC,1.0,All,Train-Test-Split,46
Mildly Imbalanced Simulated Data,corrected,F1_score,1.0,All,Train-Test-Split,46
Mildly Imbalanced Simulated Data,corrected,MCC,1.0,lab1,Train-Test-Split,46
Mildly Imbalanced Simulated Data,corrected,F1_score,1.0,lab1,Train-Test-Split,46
Mildly Imbalanced Simulated Data,corrected,MCC,1.0,lab2,Train-Test-Split,46
Mildly Imbalanced Simulated Data,corrected,F1_score,1.0,lab2,Train-Test-Split,46
Mildly Imbalanced Simulated Data,corrected,MCC,1.0,lab3,Train-Test-Split,46
Mildly Imbalanced Simulated Data,corrected,F1_score,1.0,lab3,Train-Test-Split,46
Strongly Imbalanced Simulated Data,uncorrected,MCC,0.95,All,Train-Test-Split,46
Strongly Imbalanced Simulated Data,uncorrected,F1_score,0.975,All,Train-Test-Split,46
Strongly Imbalanced Simulated Data,uncorrected,MCC,0.75,lab1,Train-Test-Split,46
Strongly Imbalanced Simulated Data,uncorrected,F1_score,0.875,lab1,Train-Test-Split,46
Strongly Imbalanced Simulated Data,uncorrected,MCC,0.875,lab2,Train-Test-Split,46
Strongly Imbalanced Simulated Data,uncorrected,F1_score,0.9375,lab2,Train-Test-Split,46
Strongly Imbalanced Simulated Data,uncorrected,MCC,0.9791666666666666,lab3,Train-Test-Split,46
Strongly Imbalanced Simulated Data,uncorrected,F1_score,0.9895833333333334,lab3,Train-Test-Split,46
Strongly Imbalanced Simulated Data,corrected,MCC,1.0,All,Train-Test-Split,46
Strongly Imbalanced Simulated Data,corrected,F1_score,1.0,All,Train-Test-Split,46
Strongly Imbalanced Simulated Data,corrected,MCC,1.0,lab1,Train-Test-Split,46
Strongly Imbalanced Simulated Data,corrected,F1_score,1.0,lab1,Train-Test-Split,46
Strongly Imbalanced Simulated Data,corrected,MCC,1.0,lab2,Train-Test-Split,46
Strongly Imbalanced Simulated Data,corrected,F1_score,1.0,lab2,Train-Test-Split,46
Strongly Imbalanced Simulated Data,corrected,MCC,1.0,lab3,Train-Test-Split,46
Strongly Imbalanced Simulated Data,corrected,F1_score,1.0,lab3,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.9666666666666668,All,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.9833333333333332,All,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,1.0,lab1,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,1.0,lab1,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.9,lab2,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.95,lab2,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,1.0,lab3,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,1.0,lab3,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.9666666666666668,All,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.9833333333333332,All,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),corrected,MCC,1.0,lab1,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),corrected,F1_score,1.0,lab1,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.9,lab2,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.95,lab2,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),corrected,MCC,1.0,lab3,Train-Test-Split,46
Balanced Simulated Data (Rotational Batch Effect),corrected,F1_score,1.0,lab3,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.8333333333333334,All,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.9166666666666666,All,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,1.0,lab1,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,1.0,lab1,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.2857142857142857,lab2,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.6428571428571429,lab2,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,1.0,lab3,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,1.0,lab3,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.8333333333333334,All,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.9166666666666666,All,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,1.0,lab1,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,1.0,lab1,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.2857142857142857,lab2,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.6428571428571429,lab2,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,1.0,lab3,Train-Test-Split,46
Mildly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,1.0,lab3,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.8333333333333334,All,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.9166666666666666,All,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.5,lab1,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.75,lab1,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.625,lab2,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.8125,lab2,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.8958333333333334,lab3,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.9479166666666666,lab3,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.8333333333333334,All,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.9166666666666666,All,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.5,lab1,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.75,lab1,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.625,lab2,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.8125,lab2,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,MCC,0.8958333333333334,lab3,Train-Test-Split,46
Strongly Imbalanced Simulated Data (Rotational Batch Effect),corrected,F1_score,0.9479166666666666,lab3,Train-Test-Split,46
Proteomics Data,uncorrected,MCC,1.0,All,Train-Test-Split,46
Proteomics Data,uncorrected,F1_score,1.0,All,Train-Test-Split,46
Proteomics Data,uncorrected,MCC,1.0,lab_A,Train-Test-Split,46
Proteomics Data,uncorrected,F1_score,1.0,lab_A,Train-Test-Split,46
Proteomics Data,uncorrected,MCC,1.0,lab_B,Train-Test-Split,46
Proteomics Data,uncorrected,F1_score,1.0,lab_B,Train-Test-Split,46
Proteomics Data,uncorrected,MCC,1.0,lab_C,Train-Test-Split,46
Proteomics Data,uncorrected,F1_score,1.0,lab_C,Train-Test-Split,46
Proteomics Data,uncorrected,MCC,1.0,lab_D,Train-Test-Split,46
Proteomics Data,uncorrected,F1_score,1.0,lab_D,Train-Test-Split,46
Proteomics Data,uncorrected,MCC,1.0,lab_E,Train-Test-Split,46
Proteomics Data,uncorrected,F1_score,1.0,lab_E,Train-Test-Split,46
Proteomics Data,corrected,MCC,1.0,All,Train-Test-Split,46
Proteomics Data,corrected,F1_score,1.0,All,Train-Test-Split,46
Proteomics Data,corrected,MCC,1.0,lab_A,Train-Test-Split,46
Proteomics Data,corrected,F1_score,1.0,lab_A,Train-Test-Split,46
Proteomics Data,corrected,MCC,1.0,lab_B,Train-Test-Split,46
Proteomics Data,corrected,F1_score,1.0,lab_B,Train-Test-Split,46
Proteomics Data,corrected,MCC,1.0,lab_C,Train-Test-Split,46
Proteomics Data,corrected,F1_score,1.0,lab_C,Train-Test-Split,46
Proteomics Data,corrected,MCC,1.0,lab_D,Train-Test-Split,46
Proteomics Data,corrected,F1_score,1.0,lab_D,Train-Test-Split,46
Proteomics Data,corrected,MCC,1.0,lab_E,Train-Test-Split,46
Proteomics Data,corrected,F1_score,1.0,lab_E,Train-Test-Split,46
Microarray Data,uncorrected,MCC,0.9117647058823528,All,Train-Test-Split,46
Microarray Data,uncorrected,F1_score,0.9558823529411764,All,Train-Test-Split,46
Microarray Data,uncorrected,MCC,1.0,GSE14407,Train-Test-Split,46
Microarray Data,uncorrected,F1_score,1.0,GSE14407,Train-Test-Split,46
Microarray Data,uncorrected,MCC,0.8974358974358975,GSE26712,Train-Test-Split,46
Microarray Data,uncorrected,F1_score,0.9487179487179488,GSE26712,Train-Test-Split,46
Microarray Data,uncorrected,MCC,1.0,GSE38666,Train-Test-Split,46
Microarray Data,uncorrected,F1_score,1.0,GSE38666,Train-Test-Split,46
Microarray Data,uncorrected,MCC,1.0,GSE40595,Train-Test-Split,46
Microarray Data,uncorrected,F1_score,1.0,GSE40595,Train-Test-Split,46
Microarray Data,uncorrected,MCC,0.6666666666666666,GSE6008,Train-Test-Split,46
Microarray Data,uncorrected,F1_score,0.8333333333333334,GSE6008,Train-Test-Split,46
Microarray Data,uncorrected,MCC,1.0,GSE69428,Train-Test-Split,46
Microarray Data,uncorrected,F1_score,1.0,GSE69428,Train-Test-Split,46
Microarray Data,corrected,MCC,0.9117647058823528,All,Train-Test-Split,46
Microarray Data,corrected,F1_score,0.9558823529411764,All,Train-Test-Split,46
Microarray Data,corrected,MCC,0.6,GSE14407,Train-Test-Split,46
Microarray Data,corrected,F1_score,0.8,GSE14407,Train-Test-Split,46
Microarray Data,corrected,MCC,1.0,GSE26712,Train-Test-Split,46
Microarray Data,corrected,F1_score,1.0,GSE26712,Train-Test-Split,46
Microarray Data,corrected,MCC,1.0,GSE38666,Train-Test-Split,46
Microarray Data,corrected,F1_score,1.0,GSE38666,Train-Test-Split,46
Microarray Data,corrected,MCC,1.0,GSE40595,Train-Test-Split,46
Microarray Data,corrected,F1_score,1.0,GSE40595,Train-Test-Split,46
Microarray Data,corrected,MCC,0.6666666666666666,GSE6008,Train-Test-Split,46
Microarray Data,corrected,F1_score,0.8333333333333334,GSE6008,Train-Test-Split,46
Microarray Data,corrected,MCC,0.5,GSE69428,Train-Test-Split,46
Microarray Data,corrected,F1_score,0.75,GSE69428,Train-Test-Split,46
Microbiome Data,uncorrected,MCC,0.4629629629629629,All,Train-Test-Split,46
Microbiome Data,uncorrected,F1_score,0.7314814814814815,All,Train-Test-Split,46
Microbiome Data,uncorrected,MCC,0.5,China1,Train-Test-Split,46
Microbiome Data,uncorrected,F1_score,0.75,China1,Train-Test-Split,46
Microbiome Data,uncorrected,MCC,0.3043478260869565,China3,Train-Test-Split,46
Microbiome Data,uncorrected,F1_score,0.6521739130434783,China3,Train-Test-Split,46
Microbiome Data,uncorrected,MCC,0.6190476190476191,China5,Train-Test-Split,46
Microbiome Data,uncorrected,F1_score,0.8095238095238095,China5,Train-Test-Split,46
Microbiome Data,uncorrected,MCC,0.5238095238095238,France1,Train-Test-Split,46
Microbiome Data,uncorrected,F1_score,0.7619047619047619,France1,Train-Test-Split,46
Microbiome Data,uncorrected,MCC,0.4666666666666667,Germany1,Train-Test-Split,46
Microbiome Data,uncorrected,F1_score,0.7333333333333333,Germany1,Train-Test-Split,46
Microbiome Data,uncorrected,MCC,0.25,Germany2,Train-Test-Split,46
Microbiome Data,uncorrected,F1_score,0.625,Germany2,Train-Test-Split,46
Microbiome Data,corrected,MCC,0.6481481481481481,All,Train-Test-Split,46
Microbiome Data,corrected,F1_score,0.8240740740740741,All,Train-Test-Split,46
Microbiome Data,corrected,MCC,0.6,China1,Train-Test-Split,46
Microbiome Data,corrected,F1_score,0.8,China1,Train-Test-Split,46
Microbiome Data,corrected,MCC,0.7391304347826086,China3,Train-Test-Split,46
Microbiome Data,corrected,F1_score,0.8695652173913043,China3,Train-Test-Split,46
Microbiome Data,corrected,MCC,0.7142857142857143,China5,Train-Test-Split,46
Microbiome Data,corrected,F1_score,0.8571428571428571,China5,Train-Test-Split,46
Microbiome Data,corrected,MCC,0.7142857142857143,France1,Train-Test-Split,46
Microbiome Data,corrected,F1_score,0.8571428571428571,France1,Train-Test-Split,46
Microbiome Data,corrected,MCC,0.6,Germany1,Train-Test-Split,46
Microbiome Data,corrected,F1_score,0.8,Germany1,Train-Test-Split,46
Microbiome Data,corrected,MCC,0.25,Germany2,Train-Test-Split,46
Microbiome Data,corrected,F1_score,0.625,Germany2,Train-Test-Split,46
Balanced Simulated Data,uncorrected,MCC,1.0,All,Train-Test-Split,47
Balanced Simulated Data,uncorrected,F1_score,1.0,All,Train-Test-Split,47
Balanced Simulated Data,uncorrected,MCC,1.0,lab1,Train-Test-Split,47
Balanced Simulated Data,uncorrected,F1_score,1.0,lab1,Train-Test-Split,47
Balanced Simulated Data,uncorrected,MCC,1.0,lab2,Train-Test-Split,47
Balanced Simulated Data,uncorrected,F1_score,1.0,lab2,Train-Test-Split,47
Balanced Simulated Data,uncorrected,MCC,1.0,lab3,Train-Test-Split,47
Balanced Simulated Data,uncorrected,F1_score,1.0,lab3,Train-Test-Split,47
Balanced Simulated Data,corrected,MCC,1.0,All,Train-Test-Split,47
Balanced Simulated Data,corrected,F1_score,1.0,All,Train-Test-Split,47
Balanced Simulated Data,corrected,MCC,1.0,lab1,Train-Test-Split,47
Balanced Simulated Data,corrected,F1_score,1.0,lab1,Train-Test-Split,47
Balanced Simulated Data,corrected,MCC,1.0,lab2,Train-Test-Split,47
Balanced Simulated Data,corrected,F1_score,1.0,lab2,Train-Test-Split,47
Balanced Simulated Data,corrected,MCC,1.0,lab3,Train-Test-Split,47
Balanced Simulated Data,corrected,F1_score,1.0,lab3,Train-Test-Split,47
Mildly Imbalanced Simulated Data,uncorrected,MCC,1.0,All,Train-Test-Split,47
Mildly Imbalanced Simulated Data,uncorrected,F1_score,1.0,All,Train-Test-Split,47
Mildly Imbalanced Simulated Data,uncorrected,MCC,1.0,lab1,Train-Test-Split,47
Mildly Imbalanced Simulated Data,uncorrected,F1_score,1.0,lab1,Train-Test-Split,47
Mildly Imbalanced Simulated Data,uncorrected,MCC,1.0,lab2,Train-Test-Split,47
Mildly Imbalanced Simulated Data,uncorrected,F1_score,1.0,lab2,Train-Test-Split,47
Mildly Imbalanced Simulated Data,uncorrected,MCC,1.0,lab3,Train-Test-Split,47
Mildly Imbalanced Simulated Data,uncorrected,F1_score,1.0,lab3,Train-Test-Split,47
Mildly Imbalanced Simulated Data,corrected,MCC,1.0,All,Train-Test-Split,47
Mildly Imbalanced Simulated Data,corrected,F1_score,1.0,All,Train-Test-Split,47
Mildly Imbalanced Simulated Data,corrected,MCC,1.0,lab1,Train-Test-Split,47
Mildly Imbalanced Simulated Data,corrected,F1_score,1.0,lab1,Train-Test-Split,47
Mildly Imbalanced Simulated Data,corrected,MCC,1.0,lab2,Train-Test-Split,47
Mildly Imbalanced Simulated Data,corrected,F1_score,1.0,lab2,Train-Test-Split,47
Mildly Imbalanced Simulated Data,corrected,MCC,1.0,lab3,Train-Test-Split,47
Mildly Imbalanced Simulated Data,corrected,F1_score,1.0,lab3,Train-Test-Split,47
Strongly Imbalanced Simulated Data,uncorrected,MCC,0.8833333333333333,All,Train-Test-Split,47
Strongly Imbalanced Simulated Data,uncorrected,F1_score,0.9416666666666668,All,Train-Test-Split,47
Strongly Imbalanced Simulated Data,uncorrected,MCC,1.0,lab1,Train-Test-Split,47
Strongly Imbalanced Simulated Data,uncorrected,F1_score,1.0,lab1,Train-Test-Split,47
Strongly Imbalanced Simulated Data,uncorrected,MCC,1.0,lab2,Train-Test-Split,47
Strongly Imbalanced Simulated Data,uncorrected,F1_score,1.0,lab2,Train-Test-Split,47
Strongly Imbalanced Simulated Data,uncorrected,MCC,0.8541666666666666,lab3,Train-Test-Split,47
Strongly Imbalanced Simulated Data,uncorrected,F1_score,0.9270833333333334,lab3,Train-Test-Split,47
Strongly Imbalanced Simulated Data,corrected,MCC,1.0,All,Train-Test-Split,47
Strongly Imbalanced Simulated Data,corrected,F1_score,1.0,All,Train-Test-Split,47
Strongly Imbalanced Simulated Data,corrected,MCC,1.0,lab1,Train-Test-Split,47
Strongly Imbalanced Simulated Data,corrected,F1_score,1.0,lab1,Train-Test-Split,47
Strongly Imbalanced Simulated Data,corrected,MCC,1.0,lab2,Train-Test-Split,47
Strongly Imbalanced Simulated Data,corrected,F1_score,1.0,lab2,Train-Test-Split,47
Strongly Imbalanced Simulated Data,corrected,MCC,1.0,lab3,Train-Test-Split,47
Strongly Imbalanced Simulated Data,corrected,F1_score,1.0,lab3,Train-Test-Split,47
Balanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.95,All,Train-Test-Split,47
Balanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.975,All,Train-Test-Split,47
Balanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,1.0,lab1,Train-Test-Split,47
Balanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,1.0,lab1,Train-Test-Split,47
Balanced Simulated Data (Rotational Batch Effect),uncorrected,MCC,0.85,lab2,Train-Test-Split,47
Balanced Simulated Data (Rotational Batch Effect),uncorrected,F1_score,0.925,lab2,Train-Test-Split,47
